Sequence_id,GC1%,GC2%,GC3%
scaffold1-size789604-gene-2.68,46.77804295942721,42.243436754176614,45.346062052505964
scaffold1-size789604-gene-2.69,53.40599455040872,45.50408719346049,48.77384196185286
scaffold1-size789604-gene-2.70,80.3125,67.1875,56.56250000000001
scaffold1-size789604-gene-2.71,60.0,40.266666666666666,44.800000000000004
scaffold1-size789604-gene-2.72,51.627906976744185,38.604651162790695,45.11627906976744
scaffold1-size789604-gene-2.73,52.61904761904762,37.61904761904762,48.57142857142857
scaffold1-size789604-gene-2.74,54.395604395604394,43.13186813186813,47.527472527472526
scaffold1-size789604-gene-2.75,56.57992565055762,43.3457249070632,39.92565055762082
scaffold1-size789604-gene-2.76,65.23702031602708,45.372460496613996,41.760722347629795
scaffold1-size789604-gene-2.77,59.74842767295597,45.28301886792453,47.58909853249476
scaffold1-size789604-gene-3.0,59.539473684210535,44.07894736842105,62.82894736842105
scaffold1-size789604-gene-3.1,62.616822429906534,47.429906542056074,66.1214953271028
scaffold1-size789604-gene-3.10,82.23938223938224,89.96138996138995,62.54826254826254
scaffold1-size789604-gene-3.11,70.74829931972789,53.06122448979592,63.26530612244898
scaffold1-size789604-gene-3.12,62.450592885375485,39.130434782608695,49.80237154150198
scaffold1-size789604-gene-3.13,67.71653543307087,51.181102362204726,67.71653543307087
scaffold1-size789604-gene-3.14,60.5606258148631,45.63233376792699,42.89439374185137
scaffold1-size789604-gene-3.15,54.50000000000001,46.75,49.0
scaffold1-size789604-gene-3.16,55.033557046979865,40.26845637583892,67.78523489932886
scaffold1-size789604-gene-3.17,56.16438356164384,41.369863013698634,52.87671232876713
scaffold1-size789604-gene-3.18,59.732824427480914,41.412213740458014,53.81679389312977
scaffold1-size789604-gene-3.19,58.94428152492669,46.04105571847507,45.94330400782013
scaffold1-size789604-gene-3.2,54.804270462633454,39.14590747330961,60.4982206405694
scaffold1-size789604-gene-3.20,60.35502958579882,42.998027613412226,46.35108481262327
scaffold1-size789604-gene-3.21,66.66666666666666,55.208333333333336,53.125
scaffold1-size789604-gene-3.22,64.49612403100775,47.13178294573643,47.751937984496124
scaffold1-size789604-gene-3.23,68.10126582278481,46.07594936708861,59.74683544303797
scaffold1-size789604-gene-3.24,56.493506493506494,41.55844155844156,53.896103896103895
scaffold1-size789604-gene-3.25,56.022408963585434,60.22408963585434,59.66386554621849
scaffold1-size789604-gene-3.26,90.79754601226993,47.85276073619632,57.668711656441715
scaffold1-size789604-gene-3.27,61.111111111111114,41.41414141414141,85.85858585858585
scaffold1-size789604-gene-3.28,77.14285714285715,76.42857142857142,76.42857142857142
scaffold1-size789604-gene-3.29,58.64197530864198,41.04938271604938,40.4320987654321
scaffold1-size789604-gene-3.3,52.960526315789465,42.92763157894737,41.776315789473685
scaffold1-size789604-gene-3.30,59.77011494252874,44.59770114942529,44.13793103448276
scaffold1-size789604-gene-3.31,54.166666666666664,38.333333333333336,42.5
scaffold1-size789604-gene-3.32,59.45945945945946,51.891891891891895,62.972972972972975
scaffold1-size789604-gene-3.33,54.929577464788736,48.732394366197184,50.985915492957744
scaffold1-size789604-gene-3.34,88.80597014925374,61.940298507462686,47.01492537313433
scaffold1-size789604-gene-3.35,59.224806201550386,46.35658914728682,60.310077519379846
scaffold1-size789604-gene-3.36,60.122699386503065,53.37423312883436,60.122699386503065
scaffold1-size789604-gene-3.37,52.198852772466545,42.06500956022944,45.124282982791584
scaffold1-size789604-gene-3.38,56.06837606837607,44.44444444444444,45.47008547008547
scaffold1-size789604-gene-3.4,56.00000000000001,39.27272727272727,66.54545454545455
scaffold1-size789604-gene-3.5,54.166666666666664,58.75,47.083333333333336
scaffold1-size789604-gene-3.6,56.19469026548673,44.02654867256637,50.0
scaffold1-size789604-gene-3.7,61.33333333333333,45.33333333333333,67.33333333333333
scaffold1-size789604-gene-3.8,55.497382198952884,45.0261780104712,47.12041884816754
scaffold1-size789604-gene-3.9,90.18181818181819,76.96969696969697,61.696969696969695
scaffold1-size789604-gene-4.0,52.20338983050847,34.57627118644068,50.847457627118644
scaffold1-size789604-gene-4.1,58.490566037735846,40.75471698113208,41.88679245283019
scaffold1-size789604-gene-4.10,55.05902192242833,38.785834738617204,43.92917369308601
scaffold1-size789604-gene-4.11,57.89473684210527,47.368421052631575,46.616541353383454
scaffold1-size789604-gene-4.12,57.3170731707317,67.6829268292683,53.65853658536586
scaffold1-size789604-gene-4.13,62.22222222222222,38.51851851851852,51.85185185185185
scaffold1-size789604-gene-4.14,58.445945945945944,42.65202702702703,45.608108108108105
scaffold1-size789604-gene-4.15,54.67196819085487,52.087475149105366,44.333996023856855
scaffold1-size789604-gene-4.16,54.77855477855478,41.25874125874126,51.28205128205128
scaffold1-size789604-gene-4.17,58.362989323843415,36.654804270462634,51.83867141162515
scaffold1-size789604-gene-4.18,51.445086705202314,44.50867052023121,39.884393063583815
scaffold1-size789604-gene-4.19,55.24728588661038,38.96260554885404,43.30518697225573
scaffold1-size789604-gene-4.2,52.71317829457365,49.6124031007752,43.41085271317829
scaffold1-size789604-gene-4.20,56.547619047619044,44.84126984126984,42.65873015873016
scaffold1-size789604-gene-4.21,58.26771653543307,40.55118110236221,38.188976377952756
scaffold1-size789604-gene-4.22,56.20608899297424,40.04683840749414,46.8384074941452
scaffold1-size789604-gene-4.23,60.1123595505618,46.06741573033708,46.06741573033708
scaffold1-size789604-gene-4.24,46.0,51.5,56.99999999999999
scaffold1-size789604-gene-4.25,53.908355795148246,44.474393530997304,42.857142857142854
scaffold1-size789604-gene-4.26,50.955414012738856,43.31210191082803,44.5859872611465
scaffold1-size789604-gene-4.27,46.666666666666664,53.75,42.5
scaffold1-size789604-gene-4.28,53.768844221105525,40.7035175879397,47.23618090452261
scaffold1-size789604-gene-4.29,51.87861271676301,42.919075144508675,44.07514450867052
scaffold1-size789604-gene-4.3,54.736842105263165,43.15789473684211,48.07017543859649
scaffold1-size789604-gene-4.30,52.17391304347826,44.062297209604154,42.7644386761843
scaffold1-size789604-gene-4.31,58.146964856230035,53.35463258785943,52.39616613418531
scaffold1-size789604-gene-4.32,80.55555555555556,53.47222222222222,77.77777777777779
scaffold1-size789604-gene-4.33,56.33187772925764,45.19650655021834,52.62008733624454
scaffold1-size789604-gene-4.4,63.829787234042556,43.161094224924014,42.5531914893617
scaffold1-size789604-gene-4.5,55.94405594405595,43.35664335664335,45.8041958041958
scaffold1-size789604-gene-4.6,51.7379679144385,52.406417112299465,43.31550802139038
scaffold1-size789604-gene-4.7,63.100634632819585,48.5040797824116,54.125113327289206
scaffold1-size789604-gene-4.8,54.94652406417112,40.909090909090914,45.18716577540107
scaffold1-size789604-gene-4.9,56.65024630541872,47.29064039408867,46.4696223316913
scaffold1-size789604-gene-5.20,57.98045602605863,51.0314875135722,40.17372421281216
scaffold1-size789604-gene-5.21,50.27223230490018,42.6497277676951,47.73139745916515
scaffold1-size789604-gene-5.22,66.66666666666666,54.58089668615984,60.62378167641326
scaffold1-size789604-gene-5.23,60.66350710900474,45.023696682464454,51.026856240126385
scaffold1-size789604-gene-5.24,51.06124924196482,44.451182534869616,48.99939357186173
scaffold1-size789604-gene-5.25,55.21235521235521,39.38223938223938,47.10424710424711
scaffold1-size789604-gene-5.26,64.41947565543072,63.29588014981273,64.04494382022472
scaffold1-size789604-gene-5.27,60.06006006006006,36.33633633633634,63.06306306306306
scaffold1-size789604-gene-5.28,70.58823529411765,46.32352941176471,60.29411764705882
scaffold1-size789604-gene-5.29,88.72549019607843,74.50980392156863,70.09803921568627
scaffold1-size789604-gene-5.30,50.92592592592593,36.11111111111111,50.46296296296296
scaffold1-size789604-gene-5.31,66.91449814126395,50.18587360594795,61.33828996282528
scaffold1-size789604-gene-5.32,59.44700460829493,40.09216589861751,46.08294930875576
scaffold1-size789604-gene-5.33,56.21230398069964,41.61640530759952,41.25452352231604
scaffold1-size789604-gene-5.34,52.37724084177708,45.05066250974279,47.07716289945441
scaffold1-size789604-gene-5.35,59.65909090909091,47.44318181818182,45.73863636363637
scaffold1-size789604-gene-5.36,60.14362657091562,40.93357271095152,56.91202872531418
scaffold1-size789604-gene-5.37,61.29032258064516,39.784946236559136,54.3010752688172
scaffold1-size789604-gene-5.38,65.80310880829016,40.41450777202073,58.03108808290155
scaffold1-size789604-gene-5.39,60.553633217993074,37.0242214532872,49.13494809688581
scaffold1-size789604-gene-5.40,58.50340136054422,34.69387755102041,35.374149659863946
scaffold1-size789604-gene-5.41,60.475161987041034,46.436285097192226,47.084233261339094
scaffold1-size789604-gene-5.42,56.26740947075209,45.40389972144847,54.038997214484674
scaffold1-size789604-gene-5.43,51.702786377708975,39.93808049535604,47.05882352941176
scaffold1-size789604-gene-5.44,55.2901023890785,46.75767918088737,46.075085324232084
scaffold1-size789604-gene-5.45,60.05665722379604,43.626062322946176,68.55524079320114
scaffold1-size789604-gene-5.46,56.13026819923371,37.93103448275862,52.87356321839081
scaffold1-size789604-gene-5.47,88.05309734513274,80.08849557522124,66.3716814159292
scaffold1-size789604-gene-5.48,63.63636363636363,69.0909090909091,62.727272727272734
scaffold1-size789604-gene-5.49,85.2112676056338,73.23943661971832,67.95774647887323
scaffold1-size789604-gene-5.50,61.95652173913043,48.91304347826087,51.08695652173913
scaffold1-size789604-gene-5.51,88.34080717488789,65.47085201793722,54.7085201793722
scaffold1-size789604-gene-5.52,79.61956521739131,65.48913043478261,63.04347826086957
scaffold1-size789604-gene-5.53,63.38215712383488,49.134487350199734,58.32223701731025
scaffold1-size789604-gene-5.54,59.966777408637874,55.98006644518272,50.0
scaffold1-size789604-gene-5.55,54.78841870824054,40.53452115812918,44.32071269487751
scaffold1-size789604-gene-5.56,67.21311475409836,67.21311475409836,61.74863387978142
scaffold1-size789604-gene-5.57,60.76555023923444,38.75598086124402,59.33014354066985
scaffold1-size789604-gene-5.58,54.46428571428571,43.154761904761905,48.51190476190476
scaffold1-size789604-gene-5.59,56.325301204819276,47.28915662650602,41.265060240963855
scaffold1-size789604-gene-6.100,64.50304259634888,48.478701825557806,43.81338742393509
scaffold1-size789604-gene-6.101,58.640226628895185,43.342776203966004,71.95467422096317
scaffold1-size789604-gene-6.102,90.37037037037037,55.37037037037037,60.74074074074074
scaffold1-size789604-gene-6.103,64.6853146853147,44.75524475524475,60.48951048951049
scaffold1-size789604-gene-6.104,53.19426336375489,40.02607561929596,55.28031290743155
scaffold1-size789604-gene-6.105,55.96555965559655,42.55842558425584,44.772447724477246
scaffold1-size789604-gene-6.106,55.60675883256528,43.4715821812596,44.5468509984639
scaffold1-size789604-gene-6.107,58.03341902313625,42.35218508997429,51.863753213367616
scaffold1-size789604-gene-6.108,62.44343891402715,49.321266968325794,52.03619909502263
scaffold1-size789604-gene-6.109,51.067961165048544,41.359223300970875,51.6504854368932
scaffold1-size789604-gene-6.110,55.519480519480524,44.8051948051948,49.02597402597403
scaffold1-size789604-gene-6.111,53.70370370370371,37.96296296296296,49.074074074074076
scaffold1-size789604-gene-6.112,56.424581005586596,45.2513966480447,55.865921787709496
scaffold1-size789604-gene-6.45,51.9607843137255,40.19607843137255,46.07843137254902
scaffold1-size789604-gene-6.46,61.5819209039548,39.548022598870055,41.24293785310734
scaffold1-size789604-gene-6.47,47.953216374269005,40.35087719298245,42.69005847953216
scaffold1-size789604-gene-6.48,58.68852459016394,42.295081967213115,46.22950819672131
scaffold1-size789604-gene-6.49,53.736654804270465,45.90747330960854,44.128113879003564
scaffold1-size789604-gene-6.50,52.44299674267101,37.13355048859935,44.951140065146575
scaffold1-size789604-gene-6.51,72.03791469194313,70.61611374407583,79.14691943127961
scaffold1-size789604-gene-6.52,55.40796963946869,46.48956356736243,46.48956356736243
scaffold1-size789604-gene-6.53,53.83064516129033,42.33870967741936,41.935483870967744
scaffold1-size789604-gene-6.54,61.212121212121204,52.72727272727272,52.121212121212125
scaffold1-size789604-gene-6.55,53.87096774193548,47.096774193548384,45.16129032258064
scaffold1-size789604-gene-6.56,70.74829931972789,68.70748299319727,61.904761904761905
scaffold1-size789604-gene-6.57,83.20610687022901,54.58015267175572,69.46564885496184
scaffold1-size789604-gene-6.58,63.76811594202898,46.3768115942029,61.59420289855072
scaffold1-size789604-gene-6.59,60.68181818181818,45.45454545454545,56.81818181818182
scaffold1-size789604-gene-6.60,58.74125874125874,39.86013986013986,45.45454545454545
scaffold1-size789604-gene-6.61,83.01886792452831,70.28301886792453,72.64150943396226
scaffold1-size789604-gene-6.62,62.65822784810127,50.42194092827004,51.68776371308017
scaffold1-size789604-gene-6.63,64.52380952380953,43.333333333333336,50.95238095238095
scaffold1-size789604-gene-6.64,56.020278833967055,45.754119138149555,50.44359949302915
scaffold1-size789604-gene-6.65,60.10362694300518,44.04145077720207,48.704663212435236
scaffold1-size789604-gene-6.66,54.83870967741935,42.65232974910394,51.25448028673835
scaffold1-size789604-gene-6.67,52.17391304347826,44.63768115942029,44.34782608695652
scaffold1-size789604-gene-6.68,87.16814159292035,57.817109144542776,63.12684365781711
scaffold1-size789604-gene-6.69,65.43909348441926,60.3399433427762,66.0056657223796
scaffold1-size789604-gene-6.70,64.42953020134227,43.624161073825505,49.664429530201346
scaffold1-size789604-gene-6.71,59.756097560975604,43.170731707317074,55.243902439024396
scaffold1-size789604-gene-6.72,78.76447876447877,64.47876447876449,52.509652509652504
scaffold1-size789604-gene-6.73,80.09950248756219,68.1592039800995,58.2089552238806
scaffold1-size789604-gene-6.74,56.38766519823789,38.76651982378855,76.65198237885463
scaffold1-size789604-gene-6.75,64.28571428571429,39.285714285714285,52.67857142857143
scaffold1-size789604-gene-6.76,59.89189189189189,43.78378378378379,55.78378378378378
scaffold1-size789604-gene-6.77,63.565891472868216,75.1937984496124,45.73643410852713
scaffold1-size789604-gene-6.78,80.28846153846155,63.82211538461539,66.70673076923077
scaffold1-size789604-gene-6.79,54.25531914893617,39.361702127659576,50.0
scaffold1-size789604-gene-6.80,52.0618556701031,45.36082474226804,42.2680412371134
scaffold1-size789604-gene-6.81,56.315789473684205,41.578947368421055,56.84210526315789
scaffold1-size789604-gene-6.82,55.58441558441558,47.79220779220779,42.59740259740259
scaffold1-size789604-gene-6.83,57.54716981132076,40.16172506738545,52.2911051212938
scaffold1-size789604-gene-6.84,54.862842892768086,37.65586034912718,48.12967581047381
scaffold1-size789604-gene-6.85,60.34188034188034,39.65811965811966,46.666666666666664
scaffold1-size789604-gene-6.86,80.37383177570094,40.654205607476634,57.943925233644855
scaffold1-size789604-gene-6.87,53.92857142857142,50.357142857142854,44.285714285714285
scaffold1-size789604-gene-6.88,63.63636363636363,57.14285714285714,51.94805194805194
scaffold1-size789604-gene-6.89,54.958677685950406,41.32231404958678,44.214876033057855
scaffold1-size789604-gene-6.90,56.810631229235874,43.85382059800664,41.19601328903654
scaffold1-size789604-gene-6.91,54.961832061068705,45.29262086513995,45.80152671755725
scaffold1-size789604-gene-6.92,54.44444444444444,53.888888888888886,47.77777777777778
scaffold1-size789604-gene-6.93,88.69047619047619,71.72619047619048,55.05952380952381
scaffold1-size789604-gene-6.94,62.295081967213115,47.540983606557376,63.934426229508205
scaffold1-size789604-gene-6.95,48.760330578512395,50.13774104683195,42.14876033057851
scaffold1-size789604-gene-6.96,59.04255319148937,50.797872340425535,51.59574468085106
scaffold1-size789604-gene-6.97,55.208333333333336,39.58333333333333,45.83333333333333
scaffold1-size789604-gene-6.98,51.44356955380578,50.65616797900262,45.93175853018373
scaffold1-size789604-gene-6.99,54.377880184331794,52.07373271889401,52.53456221198156
scaffold10-size436607-gene-0.0,52.013422818791945,34.56375838926174,48.65771812080537
scaffold10-size436607-gene-0.1,55.08196721311476,32.131147540983605,47.540983606557376
scaffold10-size436607-gene-0.2,57.30994152046783,43.859649122807014,61.40350877192983
scaffold10-size436607-gene-0.3,63.888888888888886,37.03703703703704,64.81481481481481
scaffold10-size436607-gene-0.4,80.60344827586206,77.58620689655173,57.758620689655174
scaffold10-size436607-gene-0.5,70.0,41.42857142857143,50.0
scaffold10-size436607-gene-1.0,58.21727019498607,47.63231197771588,45.96100278551532
scaffold10-size436607-gene-1.1,46.98795180722892,35.54216867469879,65.66265060240963
scaffold10-size436607-gene-1.10,94.7845804988662,70.97505668934241,75.73696145124717
scaffold10-size436607-gene-1.11,93.24324324324324,67.56756756756756,71.62162162162163
scaffold10-size436607-gene-1.12,56.07675906183369,44.776119402985074,52.23880597014925
scaffold10-size436607-gene-1.13,56.09756097560976,59.34959349593496,62.601626016260155
scaffold10-size436607-gene-1.2,73.91304347826086,63.47826086956522,71.30434782608695
scaffold10-size436607-gene-1.3,94.98607242339833,70.75208913649024,63.788300835654596
scaffold10-size436607-gene-1.4,52.78080697928026,40.13086150490731,47.87350054525627
scaffold10-size436607-gene-1.5,51.057401812688816,41.79254783484391,46.626384692849946
scaffold10-size436607-gene-1.6,51.00896860986547,41.3677130044843,47.98206278026906
scaffold10-size436607-gene-1.7,58.992805755395686,50.64748201438849,54.388489208633096
scaffold10-size436607-gene-1.8,54.325259515570934,45.32871972318339,43.944636678200695
scaffold10-size436607-gene-1.9,80.25751072961373,68.6695278969957,51.50214592274678
scaffold10-size436607-gene-2.10,55.37848605577689,38.24701195219124,51.39442231075697
scaffold10-size436607-gene-2.11,47.88732394366197,38.83299798792756,46.478873239436616
scaffold10-size436607-gene-2.12,54.330708661417326,44.09448818897638,54.92125984251969
scaffold10-size436607-gene-2.13,56.37450199203188,41.235059760956176,46.41434262948207
scaffold10-size436607-gene-2.14,51.97472353870458,53.23854660347551,38.072669826224335
scaffold10-size436607-gene-2.2,53.20754716981132,43.39622641509434,44.905660377358494
scaffold10-size436607-gene-2.3,68.27956989247312,63.44086021505376,58.602150537634415
scaffold10-size436607-gene-2.4,53.299492385786806,47.20812182741117,53.299492385786806
scaffold10-size436607-gene-2.5,56.19047619047619,45.714285714285715,45.714285714285715
scaffold10-size436607-gene-2.6,52.21774193548387,39.516129032258064,47.58064516129033
scaffold10-size436607-gene-2.7,59.50704225352113,50.70422535211267,54.5774647887324
scaffold10-size436607-gene-2.8,60.824742268041234,32.98969072164948,39.175257731958766
scaffold10-size436607-gene-2.9,60.83743842364532,36.69950738916256,68.7192118226601
scaffold10-size436607-gene-3.0,54.166666666666664,50.0,33.33333333333333
scaffold10-size436607-gene-3.1,57.36434108527132,33.72093023255814,54.65116279069767
scaffold10-size436607-gene-3.2,63.77952755905512,41.732283464566926,59.84251968503938
scaffold10-size436607-gene-3.3,54.929577464788736,54.22535211267606,41.19718309859155
scaffold10-size436607-gene-3.4,59.42622950819673,51.63934426229508,66.80327868852459
scaffold10-size436607-gene-3.5,48.125,45.0,46.875
scaffold10-size436607-gene-3.6,51.19453924914675,48.122866894197955,50.170648464163826
scaffold10-size436607-gene-3.7,56.21621621621622,37.2972972972973,47.02702702702703
scaffold10-size436607-gene-3.8,49.473684210526315,48.94736842105264,47.89473684210526
scaffold100-size417314-gene-0.0,52.66990291262136,46.84466019417476,44.417475728155345
scaffold100-size417314-gene-0.1,60.60606060606061,61.61616161616161,47.474747474747474
scaffold100-size417314-gene-0.10,49.127906976744185,43.31395348837209,41.27906976744186
scaffold100-size417314-gene-0.2,56.38629283489096,41.43302180685358,57.943925233644855
scaffold100-size417314-gene-0.3,58.639308855291574,44.81641468682505,60.043196544276455
scaffold100-size417314-gene-0.4,52.55102040816326,40.98639455782313,57.31292517006803
scaffold100-size417314-gene-0.5,52.112676056338024,41.78403755868544,48.82629107981221
scaffold100-size417314-gene-0.6,52.060737527114966,42.950108459869845,45.770065075921906
scaffold100-size417314-gene-0.7,56.2962962962963,48.39506172839506,55.80246913580247
scaffold100-size417314-gene-0.8,55.5439330543933,40.69037656903765,56.903765690376574
scaffold100-size417314-gene-0.9,53.72093023255814,39.76744186046511,55.58139534883721
scaffold100-size417314-gene-1.0,58.63192182410424,50.4885993485342,49.5114006514658
scaffold100-size417314-gene-1.1,67.14285714285714,65.71428571428571,48.57142857142857
scaffold100-size417314-gene-1.2,61.42857142857143,60.0,48.57142857142857
scaffold100-size417314-gene-1.3,58.857142857142854,49.142857142857146,48.0
scaffold100-size417314-gene-1.4,74.04580152671755,41.98473282442748,69.46564885496184
scaffold100-size417314-gene-1.5,77.9783393501805,53.42960288808665,59.56678700361011
scaffold100-size417314-gene-1.6,61.111111111111114,70.83333333333334,76.38888888888889
scaffold100-size417314-gene-1.7,55.59701492537313,35.07462686567165,48.88059701492538
scaffold100-size417314-gene-1.8,56.43564356435643,41.089108910891085,57.42574257425742
scaffold100-size417314-gene-2.10,54.54545454545454,39.23444976076555,38.27751196172249
scaffold100-size417314-gene-2.11,57.103825136612016,42.89617486338798,46.994535519125684
scaffold100-size417314-gene-2.12,54.74060822898033,48.837209302325576,42.93381037567084
scaffold100-size417314-gene-2.13,54.09836065573771,43.81520119225038,48.1371087928465
scaffold100-size417314-gene-2.14,57.25308641975309,45.21604938271605,46.75925925925926
scaffold100-size417314-gene-2.15,59.05587668593449,39.4990366088632,42.58188824662813
scaffold100-size417314-gene-2.5,81.81818181818183,67.47474747474747,64.04040404040404
scaffold100-size417314-gene-2.6,62.17391304347826,47.608695652173914,54.78260869565217
scaffold100-size417314-gene-2.7,58.88671875,48.4375,48.4375
scaffold100-size417314-gene-2.8,52.97029702970298,41.83168316831683,43.06930693069307
